"year","fips","total_population","land_area","pop_density","pop_65_74","pop_75_84","pop_85_up","black_pop","hispanic_pop","hh_inc","gini3","home_value","poor_renter_units","no_burden_info4","pov_universe","extreme_pov_pop","pov_pop","owner_units","burdened_owners1","burdened_owners2","poor_burdened_renters","renter_units","burdened_renters"
"2011","51059",1100692,2815.292,390.969,67370,31648,13127,104886,173886,105797,0.419,480300,14028,2763,1092105,28646,73794,265571,68701,47214,12789,121510,55532
"2011","51061",66320,102.4327,647.4492,5569,3166,846,,,93762,0.416,342100,494,489,65964,1028,2403,18565,4487,2502,448,3841,1403
"2011","51069",79666,192.6645,413.4961,6309,3667,772,3162,,69155,0.4028,218700,860,440,78507,2263,6842,22896,5852,3674,860,5236,2718
"2011","51085",100342,214.1607,468.5361,7332,4133,1953,9224,,67505,0.4025,246200,2175,365,98309,2936,5746,29210,7819,4480,1865,6519,3051
"2011","51087",310445,1328.409,233.6968,20773,12572,6413,89960,15716,57860,0.4352,218400,9723,1690,307998,17374,34757,77121,20463,12096,8509,43566,19530
"2011","51095",68200,478.8094,142.4366,7973,4316,2115,,,71667,0.4498,339900,968,441,67445,3288,4642,20312,5390,2728,968,5566,2814
"2011","51107",325405,631.1666,515.5612,13563,6609,2083,26543,40841,119134,0.3562,426400,1582,765,323949,6572,13931,81446,25535,13366,1435,23759,9977
"2011","51121",94342,243.7691,387.0138,5065,3082,1185,4082,,43982,0.4759,223800,5533,914,85431,14104,21012,17467,2602,1416,5324,15029,9587
"2011","51153",419006,1245.553,336.4016,18823,7320,3621,84329,85743,95146,0.3852,297100,4474,1012,413919,10634,28145,93404,24529,15082,4100,36839,18305
"2011","51161",92740,370.1932,250.5178,8919,5950,1869,5679,,61615,0.3907,195900,2068,459,90928,2372,7943,29829,6270,3544,1765,7561,3636
"2011","51165",76589,90.20174,849.0857,6663,4419,1275,,,51889,0.4931,193000,1075,606,74687,2885,6545,23027,6958,3554,1075,4897,2006
"2011","51177",124327,309.6591,401.4964,7094,3358,1738,19547,,76475,0.3833,241800,581,197,123947,2353,6974,32332,8848,6840,392,10278,4010
"2011","51179",132133,491.2817,268.9557,6506,2412,1176,22106,,91348,0.3764,289700,1022,519,128063,2266,8243,32536,9100,6024,938,8843,4560
"2011","51199",66134,631.1732,104.7795,4452,2750,634,9263,,84167,0.3651,319200,460,170,65331,1652,2988,17655,5001,2604,460,5483,2776
"2011","51510",144301,9602.781,15.027,6694,4008,1817,30380,23709,82748,0.4346,477100,3086,462,143122,6309,9787,28207,6948,3352,2595,35469,15771
"2011","51550",225050,660.357,340.8005,14086,7981,2088,65759,10329,66563,0.391,257200,4390,694,219797,7926,18921,56655,20589,11778,3945,20268,11151
"2011","51650",136401,2653.015,51.41357,9240,5352,2176,68574,,49848,0.4097,199000,5006,573,131541,10430,20572,33222,10409,7942,4336,16291,9590
"2011","51680",76503,1557.233,49.12753,5347,4200,2305,20921,,36627,0.4934,147600,5174,983,66322,8618,15006,15952,5106,3644,4873,12178,7677
"2011","51700",179611,2613.903,68.71373,10996,5726,3010,72777,13734,48976,0.4485,204200,7636,946,170284,10890,25405,34791,11264,7218,6523,30298,16288
"2011","51710",242628,4483.112,54.12044,11568,7986,3178,102621,16714,43108,0.4445,195300,13548,839,220228,18012,41345,39647,15590,10636,11304,44346,26181
"2011","51740",95684,2843.283,33.65265,6440,3774,2249,50965,,42647,0.4365,175400,5151,292,92685,7204,15900,20952,8024,5978,4429,14438,8842
"2011","51760",205533,3436.709,59.80518,11866,7679,3265,101361,13038,38926,0.5269,193300,17356,789,195318,31293,52459,37774,14109,9730,14430,44037,25598
"2011","51770",96714,2272.327,42.56166,6906,3845,3125,24781,,39040,0.4591,125500,5220,532,95179,8808,18231,23640,7308,6236,4640,16606,7000
"2011","51800",84930,212.236,400.1678,5865,2753,1321,34648,,64334,0.3976,247200,1907,536,84223,3801,9486,22069,6819,3664,1656,7361,4094
"2011","51810",442707,1777.824,249.0162,26586,16068,5469,86949,30938,64614,0.4082,264300,10126,1978,431074,19901,37168,105143,37100,25818,9543,53793,29538
"2011","53005",180678,106.2575,1700.379,12584,5769,3065,3047,33976,61690,0.3963,182200,4382,491,178263,9402,18780,44448,7481,4454,3871,20173,8917
"2011","53007",73477,25.15879,2920.531,5984,3607,1651,668,,50986,0.4144,259200,1653,1089,72432,3427,10848,17324,5720,3992,1291,7992,2734
"2011","53009",71838,41.32613,1738.319,9544,5977,2250,234,,50161,0.4283,219100,2874,314,70978,2401,7918,22543,6386,3114,2429,8404,4134
"2011","53011",433418,689.0545,629.004,30600,14139,7044,8059,33891,56656,0.418,225700,14273,1159,428047,23401,58533,104019,32537,18582,12469,54122,28370
"2011","53015",102478,89.88311,1140.125,9343,5589,1739,407,,42031,0.4403,174600,6185,119,101400,5622,20848,26833,7639,4644,5619,13646,8362
"2011","53021",83455,67.18478,1242.171,3180,1519,633,725,,49176,0.4309,164900,2693,330,81268,6804,24557,15694,4032,4116,2534,6887,3552
"2011","53025",91265,34.06035,2679.508,7157,3524,1214,944,,43076,0.4225,162000,3558,1897,90054,6907,18952,17524,3941,1118,2976,11383,4095
"2011","53027",72546,38.14142,1902.027,7152,3606,1328,627,,40993,0.3971,149500,3097,354,69610,6682,14926,18236,4825,2350,2607,6758,3882
"2011","53029",78971,378.851,208.4487,8756,3987,2077,1719,,59467,0.4105,301600,2004,388,76781,2975,7325,23053,7164,4654,1693,9239,4512
"2011","53033",1969722,931.0601,2115.569,120629,65626,34383,123160,180575,68775,0.4637,364300,76603,8399,1941316,115607,232883,457255,157189,104668,67156,324746,157794
"2011","53035",254633,644.7364,394.9413,19850,10190,4145,7039,16863,60314,0.4265,269500,6621,1524,243482,11418,26025,64827,20435,12634,5812,32838,16156
"2011","53041",75901,31.58853,2402.802,7378,3729,2081,493,6777,41931,0.4077,180600,2657,964,74284,2981,9410,20128,5905,3514,2365,8685,5046
"2011","53053",807904,483.9413,1669.425,52304,27099,12347,52209,76272,55214,0.4217,234500,25809,3983,789777,44393,97043,181674,66046,45556,23831,109404,56866
"2011","53057",118109,68.22415,1731.191,10974,6108,2809,1055,20446,52519,0.4164,255300,4799,1127,116107,8548,17561,29420,9945,6650,4301,14908,7659
"2011","53061",722400,346.0974,2087.274,42908,22716,10820,15705,66330,63685,0.4015,280800,19386,2989,709703,38037,77954,175008,66061,41466,16781,88491,45232
"2011","53063",473761,268.6038,1763.791,33440,20377,8977,9512,22110,49078,0.4415,185600,23158,2242,458398,28219,68467,119651,33569,18292,20774,63402,34419
"2011","53067",256591,355.4082,721.9614,19434,10607,3635,6225,18996,60061,0.3934,244200,7886,590,253664,15311,33018,67268,21795,12966,6947,33645,15524
"2011","53073",203663,96.66674,2106.857,15328,8494,3673,2188,16666,51500,0.4245,270900,7899,985,198469,16780,31062,51093,17737,11158,7315,26820,14333
"2011","53077",247141,57.53493,4295.495,15701,8722,4767,1389,113121,42173,0.4175,157300,10480,1079,241322,20951,55337,48242,11255,5864,9114,30332,17141
"2011","54003",105750,329.2934,321.1422,7581,3434,1381,7445,,50526,0.4841,164100,3666,514,104081,7900,17131,28463,7780,4830,3256,9883,5358
"2011","54011",96653,343.9393,281.0176,8017,5410,2033,4060,,37279,0.5119,116700,6829,1966,92825,8935,21015,22966,3611,1668,5889,13304,7148
"2011","54033",69436,166.9104,416.0076,6279,3820,1924,,,38795,0.4453,87200,2412,1083,67591,4989,11651,20322,3314,2412,2237,5175,2515
"2011","54039",192315,213.3071,901.5873,17337,10517,4453,5932,,39928,0.4958,98500,8400,2936,189489,13881,32585,55016,9223,5336,6900,21762,10185
"2011","54061",98528,273.6417,360.0621,5596,3017,1433,3184,,44049,0.5056,171700,4730,1482,91942,12413,17904,19062,3274,1606,4578,12397,6097
"2011","54081",79127,130.7127,605.3507,6740,5024,1186,6995,,38304,0.467,95500,2998,1252,75439,4001,11564,22758,3920,2108,2438,7614,3308
"2011","54107",87120,237.8641,366.2596,8348,4957,1556,969,,36954,0.4695,107900,3586,546,85783,6274,15299,25522,5578,4364,3131,8428,4707
"2011","55009",251412,474.6234,529.7084,15208,9617,4476,6807,18879,52406,0.4207,155900,9760,889,241612,13033,26341,67557,17222,9784,8310,29141,11907
"2011","55025",495959,414.2521,1197.24,27997,16592,7430,25309,30252,60345,0.4419,226900,22337,1837,481137,34015,63323,120643,32373,18232,21139,82657,42659
"2011","55027",88661,101.2545,875.6249,6541,4868,1838,2060,,51948,0.41,158100,2442,807,84093,3682,9311,23847,6493,3824,2181,7861,3606
"2011","55035",99879,156.5542,637.9833,6393,4329,2018,322,,48167,0.4389,148000,5591,537,96091,6865,13850,25457,5976,4062,4869,13758,7184
"2011","55039",102079,141.8645,719.553,7824,5121,2623,1499,,53202,0.3988,149400,3601,499,98846,3358,9538,28753,7487,3758,3069,11700,4045
"2011","55055",83943,150.8481,556.4736,6150,3709,1177,720,,53217,0.3874,173200,1990,618,80616,2827,8500,23748,6705,4602,1636,7989,2878
"2011","55059",167293,615.0694,271.9905,9626,6409,2737,11990,,51337,0.455,167000,5790,295,162577,11639,24416,41534,14127,10118,5469,18386,10565
"2011","55063",115572,255.8677,451.6866,7648,4972,2805,2079,,49966,0.4456,152000,4138,515,110492,10078,17220,29672,6415,3276,3516,14043,6953
"2011","55071",80976,137.4612,589.0824,7075,3991,2857,195,,48272,0.3774,126000,2074,555,79488,2490,5491,26542,6191,2682,1770,6661,2310
"2011","55073",134400,86.99124,1544.983,10034,6044,3389,428,,51678,0.4289,139500,4646,898,132456,5474,14807,38864,8373,3708,4154,13343,6889
"2011","55079",952532,3945.829,241.4022,52444,39813,16751,249362,129933,40702,0.4694,159800,69905,4204,932012,88926,200885,188288,64029,43818,62979,178765,97969
"2011","55087",177913,279.069,637.5233,11205,7492,3042,1813,,56445,0.3918,155100,5393,675,174720,5684,13508,49256,11991,6510,4703,18254,7122
"2011","55089",86568,371.4138,233.077,7061,4613,1792,1403,,73703,0.4788,253700,1558,234,85378,1102,3473,26569,7058,3544,1347,6952,2731
"2011","55097",70084,87.53075,800.6787,4757,2751,1442,70,,49680,0.4134,140000,3032,356,66421,5011,10771,18616,4331,2158,2597,8385,3900
"2011","55101",195388,587.6315,332.5009,14119,8337,3366,22142,22889,52582,0.4138,171000,7000,538,189723,11138,24044,51110,15157,7392,6081,23693,11720
"2011","55105",160092,222.9252,718.1423,11530,7205,3210,7145,,47559,0.404,133300,7073,807,155388,10810,23381,44084,13120,7112,6740,18319,10798
"2011","55109",84922,117.5669,722.3294,4914,2618,1239,629,,61811,0.4112,191800,2305,324,84194,3581,8603,24101,7402,3384,1423,6391,2879
"2011","55117",115149,225.2235,511.2655,8777,5530,3016,1845,,50935,0.4123,158500,3670,362,111192,3142,8097,32718,7803,3410,3210,12674,4983
"2011","55127",102931,185.4189,555.1267,7364,4023,2469,,,52250,0.4246,194800,2999,951,100158,6170,13829,26954,8434,6032,2791,10850,5133
"2011","55131",132386,307.3721,430.7028,9671,6430,2113,1026,,67232,0.3952,221100,3043,623,131247,2783,7361,39855,11577,5634,2864,11195,5340
"2011","55133",390730,710.9693,549.5737,29795,19717,8466,5612,16687,72562,0.4288,247100,7686,1787,384531,9683,20894,114771,30313,17620,7192,35244,16132
"2011","55139",167699,385.9701,434.487,11252,6811,4487,3138,,47763,0.4626,140100,7263,726,158816,9662,21213,45117,11462,6016,6652,21833,10134
"2011","55141",74785,94.29259,793.1164,6458,4517,2039,252,,45891,0.4109,113600,3492,352,73673,3260,9543,23905,5156,2378,2581,7714,3508
"2011","56021",92680,34.50605,2685.906,6758,4130,1165,2689,12343,54053,0.3938,171800,2978,927,90743,4177,8232,25695,5671,4196,2180,10982,3563
"2011","56025",76366,14.29981,5340.352,5004,3627,935,880,,52603,0.4344,165700,1972,507,75031,3414,8394,20536,3773,2000,1671,8938,4233
"2011","72013",95816,760.766,125.9467,9475,4636,2308,3959,,16763,0.5302,106600,2611,3962,94304,25900,44952,23874,5457,2362,1966,3898,2612
"2011","72021",205693,4640.671,44.32398,18808,12352,4018,17969,204005,22890,0.4832,144000,9709,5686,200815,36673,73390,49212,14749,10470,7714,16089,9261
"2011","72025",142678,2434.889,58.59733,12513,6990,2638,9758,,20925,0.5163,136900,6928,4979,141860,30455,56094,32733,9947,7038,5451,10359,7173
"2011","72031",175129,3864.226,45.32059,17081,9327,3255,35907,,25331,0.4796,155700,6865,5042,174401,31040,58148,45295,15893,12478,5340,13242,6984
"2011","72061",97280,3527.373,27.5786,8667,5717,1973,3955,,36121,0.5342,196700,2254,2857,96869,11323,24571,25629,7243,5594,1737,5493,3161
"2011","72097",87712,1129.65,77.64527,8835,5313,2019,3824,,14076,0.5829,100400,6311,3428,86415,24483,46650,17152,3702,1270,4394,8137,4778
"2011","72113",163727,1426.665,114.7621,14847,7720,3469,8962,,16524,0.5772,107900,8538,7474,160964,52196,83938,35561,8401,4708,6458,11044,7233
"2011","72127",389714,8145.013,47.84695,34146,24763,9296,63367,382047,21450,0.5926,164800,27875,14777,384662,94926,156275,77410,23551,16830,20967,43935,26837
"2011","72135",75105,2779.958,27.01659,4700,2247,563,6485,,28154,0.4724,156600,1697,988,75040,15320,24003,19084,6506,5762,1605,3086,1927
"2011","72137",88799,3820.823,23.2408,7499,3626,1430,11722,,21368,0.4515,132600,3139,3053,88630,17883,37129,22442,5978,5028,2576,5005,3057
"2011","72139",74490,3587.429,20.76418,6006,2741,1376,5474,,31150,0.4786,163900,2564,3653,73781,15451,22475,18401,6240,4660,1926,3473,2265
"2012","01003",190790,120.0058,1589.84,20310,10143,3382,16807,,48378,0.4371,165700,5694,2236,188165,10728,26448,52148,10774,7406,5012,22211,10961
"2012","01015",117296,193.6006,605.8658,9951,5318,2267,25058,,39169,0.4563,105800,5556,1249,114001,9816,25270,31228,6488,4608,4874,12837,6118
"2012","01043",80440,109.4574,734.8978,8137,3745,1936,923,,37287,0.4453,109200,3052,1453,79045,6044,15607,23580,5496,3450,2814,6205,3269
"2012","01049",71080,91.46897,777.0941,6159,3402,962,546,,38445,0.4131,102400,1769,1545,70395,3903,9334,17453,3187,2272,826,4221,1261
"2012","01051",80629,130.3651,618.486,6641,2539,1187,16880,,53328,0.3744,128200,1062,454,76361,4714,9922,21568,3966,2742,789,5931,2126
"2012","01055",104392,195.0039,535.3329,10469,4458,2665,15667,,34264,0.4467,90500,5025,1660,102682,8165,21819,25981,5743,3800,4435,10893,5737
"2012","01069",103402,178.3329,579.8257,9025,5250,1683,27353,,40409,0.4888,123800,4734,1097,102266,7335,19607,24957,4517,3410,4298,12181,6052
"2012","01073",660009,593.9192,1111.277,47498,28341,13513,281191,25914,43959,0.4968,142000,30457,6425,646961,59321,120297,163198,37292,24596,27257,82718,43907
"2012","01077",92542,138.5982,667.6999,9138,5199,1695,9214,,41908,0.4662,131400,5586,1543,90870,8150,19884,25096,5191,4028,4937,9649,5405
"2012","01081",147257,242.3776,607.5519,8535,4041,1348,33585,,45043,0.468,155400,7460,1844,141938,17141,34970,34055,6927,3694,6864,17831,10972
"2012","01083",87654,156.5422,559.9383,7089,3074,1229,10919,5040,47999,0.4492,137700,2152,1069,84538,2308,8683,24002,4457,2244,2000,6838,2948
"2012","01089",343080,427.9954,801.5975,25547,14027,5026,84100,16081,56839,0.4538,164600,11890,2080,335383,18738,41369,92623,16327,10542,10982,39197,17864
"2012","01095",94776,167.4957,565.8415,8528,4559,1688,1981,,36197,0.4673,113000,2926,1965,93369,6579,21653,24168,5127,2804,2173,7434,2749
"2012","01097",413936,336.7024,1229.383,33280,18425,5477,145353,,39691,0.4792,125500,20762,4408,403118,42775,84891,99367,23489,17412,18725,49130,26832
"2012","01101",230149,293.4501,784.2867,15404,8830,3923,127199,,41807,0.4875,119900,14580,2469,222819,22133,47624,53237,13250,7240,13135,33123,18093
"2012","01103",120395,207.8069,579.3598,10484,4949,2198,14227,,45051,0.4475,122300,5327,1218,118780,7500,19358,31876,5858,3512,4803,12861,6225
"2012","01115",85237,134.889,631.9046,7779,3557,1060,7808,,51859,0.4278,137000,1446,1700,82814,4399,13880,25138,4982,2412,1331,4665,1884
"2012","01117",200941,255.991,784.9535,14510,6641,2446,22456,,65728,0.4477,184800,3466,1183,197999,6994,16943,57471,12240,10020,3162,15730,7153
"2012","01121",81762,110.9725,736.7773,7370,3319,1712,27837,,31547,0.4626,86800,4377,942,77873,7372,19123,22195,5966,3706,3509,8113,4289
"2012","01125",198596,150.2499,1321.771,12358,7212,2566,60393,,41139,0.4787,156800,10077,2404,187921,18706,36962,43084,9929,7308,9334,21702,12107
"2012","01127",66221,83.69758,791.1938,6821,3600,907,,,35330,0.4719,81800,2263,1772,65420,6195,14185,18426,2658,1198,1958,5703,2362
"2012","02020",298610,175.1591,1704.793,14871,7006,2067,18866,24593,72575,0.4204,281800,7069,772,292472,10933,24481,63250,16847,8064,6524,41178,20455
"2012","02090",100272,13.66379,7338.519,4542,1660,1041,4865,,66539,0.4349,214500,2713,206,96529,2830,6646,21400,6615,4396,2440,14201,8013
"2012","02170",93925,3.816826,24608.14,5386,1933,696,932,3859,67486,0.4137,223900,1623,277,92277,3835,8872,23715,6646,3826,1430,7362,3712
"2012","04001",73195,6.536715,11197.52,5902,2550,684,245,,33867,0.4637,86200,1389,371,71828,12186,23811,14060,2065,1342,940,4220,1246
"2012","04003",132088,21.42317,6165.661,14926,6879,2917,6352,43718,43252,0.4662,140700,5594,831,120359,11118,22503,32668,7549,3614,4495,15901,6995
"2012","04005",136011,7.305009,18618.87,8175,3751,1122,2439,18572,45640,0.4816,214300,4952,1326,127795,15235,33191,27394,8050,4390,4214,16855,9000
"2012","04013",3942169,428.4931,9200.075,290209,160013,61579,210034,1181994,51432,0.4609,161600,128919,17726,3889500,331504,678741,850598,235212,156794,122992,529115,270736
"2012","04015",203334,15.27566,13310.98,30493,14197,5942,2385,31351,34445,0.4554,118400,8237,2858,188318,17033,40839,50412,13706,7626,7193,25363,13036
"2012","04017",107094,10.76275,9950.435,9449,4355,1588,847,11639,34298,0.4572,98300,3519,1079,104486,14670,32067,24119,4845,2942,2815,9718,4998
"2012","04019",992394,108.0215,9187.004,91364,50752,22124,38493,351799,44762,0.4728,153500,48460,5685,968447,87796,193466,235347,60979,40884,45794,137782,76041
"2012","04021",387365,72.19328,5365.665,39180,16804,4922,18388,112145,50515,0.3889,110100,6229,2994,367478,30119,62581,93649,23028,12002,5421,28338,12327
"2012","04025",212637,26.17561,8123.477,32185,15499,7902,1425,29580,44035,0.4198,177900,7686,1975,210176,15379,30085,63290,17476,11238,7201,27799,14783
"2012","04027",200022,36.27532,5513.997,17957,12537,2237,4053,121053,39485,0.4189,109200,7090,1325,191534,17239,41313,47693,12456,6770,6107,21162,11636
"2012","05007",232268,274.0961,847.3962,16131,8823,3693,2820,36846,52294,0.4482,143400,5931,2111,229219,12970,32501,55628,9254,4180,5436,24820,10021
"2012","05031",99735,141.0255,707.2125,6933,3367,1823,13844,,44111,0.4534,123500,5090,1022,94878,5683,16270,23717,3373,2062,4440,13409,6368
"2012","05045",118704,183.2169,647.888,7261,3797,1175,13067,,49752,0.4242,147400,5782,513,114023,5552,16240,26491,4948,1980,5417,15940,8212
"2012","05051",96903,142.9668,677.8009,11327,6154,3019,8270,,40893,0.483,144300,3756,872,95147,9073,18951,27315,6079,4170,3079,11853,5952
"2012","05069",74723,85.81493,870.7459,6073,3128,1453,41544,,36275,0.4702,85500,4808,612,68723,8123,15794,17371,3029,2358,4450,9406,5148
"2012","05085",69839,90.59145,770.9227,5100,2712,476,,,51098,0.4055,124300,2039,568,69263,2921,7652,18389,2792,1970,1539,6156,2892
"2012","05119",388953,511.9328,759.7736,28209,14844,6342,138962,,44437,0.485,137900,21136,1967,383757,33812,71526,92455,19871,9818,18921,56894,28931
"2012","05125",111845,154.5669,723.6024,10914,5345,1595,6237,,58009,0.3759,137200,1254,773,110327,2566,8672,34197,5576,3326,1154,7002,2246
"2012","05131",127304,239.3419,531.8918,9813,5591,1927,7712,16188,37330,0.4695,110700,8018,1212,124820,9487,25848,30455,6106,3442,7026,18667,9898
"2012","05143",211411,224.4302,941.9902,12107,6126,2983,7639,34042,41225,0.4826,141200,11432,2097,203740,19230,40158,45622,8844,4468,10570,31524,16208
"2012","05145",78493,75.8331,1035.076,6389,3792,1098,,,38853,0.4542,109000,3679,821,75025,6790,15673,20629,4448,3150,3282,7138,3869
"2012","06001",1554720,2103.754,739.0218,102211,55441,25169,184261,352707,70500,0.4753,472900,59853,6454,1525055,93197,199402,284571,97213,62918,52587,250958,132448
"2012","06007",221539,135.3766,1636.464,18494,11833,4966,3425,32875,40960,0.4635,203100,10812,2000,216391,19150,47693,50210,15848,11356,10385,32206,20311
"2012","06013",1079597,1505.517,717.0938,81089,43382,19570,97624,267419,74177,0.4617,381300,25285,4940,1070057,54493,119608,243292,91670,66304,23108,130257,73191
"2012","06017",180561,105.7211,1707.899,17865,8611,3647,1370,22083,69973,0.4248,335700,2981,1048,179042,6084,15326,47570,17085,11940,2809,16683,8678
"2012","06019",947895,159.073,5958.869,55014,29782,15534,49545,485394,41627,0.4782,174200,46589,6182,930872,118966,264738,149426,52390,37410,43651,132466,80144
"2012","06023",134827,37.78802,3567.983,10997,5828,2490,2240,13831,40682,0.4586,280400,9263,1351,131708,14728,29814,27775,10732,7860,8817,22494,13518
"2012","06025",176948,42.36648,4176.604,10331,6330,2410,5365,143738,40200,0.4673,133800,7956,1608,164473,15749,37332,26338,8979,5304,7022,18537,10529
"2012","06029",856158,105.2832,8131.951,47356,23683,9390,47122,430807,45910,0.4585,150200,30924,5116,825020,73098,196625,146523,45456,31206,29303,101853,56935
"2012","06031",151364,108.9404,1389.42,7320,4160,1412,9792,78765,45935,0.4595,161200,4688,1137,131214,11482,27819,19673,5721,4880,4400,19315,9498
"2012","06033",63983,50.92279,1256.471,6848,3385,1462,1683,,33219,0.4725,149300,4562,319,63142,7210,16825,15505,7487,6538,4297,10324,6509
"2012","06037",9962789,2455.04,4058.096,623739,359961,160881,832875,4802133,53001,0.4965,399500,421828,40944,9808116,792190,1870813,1466777,629612,515506,392619,1666903,998188
"2012","06039",152218,71.22718,2137.077,10645,5642,1914,6016,84063,42039,0.473,168800,4818,1950,144053,17731,33936,23934,9266,7024,4458,13597,8898
"2012","06041",256069,491.9846,520.4817,26442,14055,6229,5897,40121,90535,0.5173,752900,6325,1312,249524,8586,19686,63702,22502,18560,5400,36602,19348
"2012","06045",87428,24.93415,3506.356,8829,4027,2195,446,20140,41369,0.4327,297200,5995,1151,86198,6984,19154,18959,6213,4450,5146,14967,9294
"2012","06047",262305,135.5608,1934.963,15170,8320,2732,9337,147210,43597,0.4518,138100,10467,2530,256771,32946,62448,40663,13355,8390,9735,32089,17949
"2012","06053",426762,130.0865,3280.601,25417,13798,8478,12120,240870,58109,0.439,318200,12640,1228,407594,20025,74981,60263,22612,17086,12131,61568,35142
"2012","06055",139045,185.7986,748.364,11311,7038,3828,2988,46015,68553,0.45,396500,3036,1075,135439,5257,11996,28982,10190,7310,2610,17823,9113
"2012","06057",98292,102.6256,957.7727,12086,5877,2860,279,,53768,0.4299,324600,1856,818,97454,3888,11259,29523,10904,9908,1658,11142,6397
"2012","06059",3090132,3908.519,790.6145,209478,115448,56429,46639,1055225,71983,0.4643,492200,71011,9760,3054106,172613,395380,563318,210820,163710,66469,410965,238838
"2012","06061",361682,257.0895,1406.833,33955,18807,7747,3967,48002,69086,0.4322,319300,8547,1329,358577,16291,34701,92102,34135,23174,8279,38955,21174
"2012","06065",2268783,314.8274,7206.435,156294,91099,34020,140875,1055510,52621,0.4404,220000,59368,9211,2234117,169434,398102,437505,176529,125962,56033,230717,139706
"2012","06067",1450121,1502.813,964.9376,94232,52065,26488,145843,319529,52667,0.4561,213500,65234,5939,1431110,126608,280771,286206,96704,69118,59831,217026,125751
"2012","06071",2081313,103.7693,20057.11,116545,58300,23949,185086,1050372,50770,0.439,206100,62712,8809,2035052,188191,415149,355395,136202,98144,60156,225020,138910
"2012","06073",3177063,755.2557,4206.606,203673,116360,59803,163368,1037685,60330,0.4665,386400,92601,12784,3098088,235506,465295,561046,222820,162264,85435,476530,276146
"2012","06075",825863,17611.94,46.89222,58703,38288,18539,46406,126876,73012,0.5225,727600,48632,4998,812148,59999,121792,123829,45393,36188,41229,211921,101114
"2012","06077",702612,504.9824,1391.359,43170,24591,9707,50103,279104,50722,0.4564,190600,25567,4410,688873,54967,126610,120534,40812,28582,24532,88043,52093
"2012","06079",274804,83.31071,3298.544,24013,13044,7862,4894,58998,60264,0.4437,410900,9105,2146,258424,20376,35434,55828,20393,12842,8254,42893,23208
"2012","06081",739311,1648.542,448.4635,55125,32195,15741,19849,187658,81609,0.4849,701900,13121,3267,733455,27965,61741,148169,57328,44434,12331,105737,55757
"2012","06083",431249,157.6726,2735.091,29342,17735,10438,9676,188772,61890,0.4698,409700,13869,1875,412871,29646,67359,72972,25497,21206,12395,65500,38824
"2012","06085",1837504,1424.339,1290.075,117530,67065,28804,49013,494226,91425,0.4663,634600,41234,5231,1811694,92060,195518,342523,116817,79340,36502,260605,125097
"2012","06087",266776,599.2423,445.1888,18689,8425,5322,3020,87299,67769,0.4615,545700,8250,1081,255592,14975,34204,52550,19977,13640,7344,38740,21168
"2012","06089",178586,47.30282,3775.377,18567,9660,4449,2059,15849,45442,0.4358,202500,7374,1200,175830,10429,29131,42041,12810,8142,6653,24389,14325
"2012","06095",420757,512.0158,821.7656,29802,15715,6123,55648,104203,62066,0.4312,234900,13732,2157,407797,24037,59515,82859,27530,18896,13129,54744,32743
"2012","06097",491829,312.1063,1575.838,41855,20838,12040,8402,125660,59941,0.4552,380100,13923,3012,485037,22011,58686,109285,40995,33652,12673,70176,41049
"2012","06099",521726,349.0924,1494.521,33411,17427,8425,14118,224498,46405,0.4455,159800,21079,3713,515955,46777,104559,92669,33943,25324,20207,69519,40834
"2012","06101",95022,157.7363,602.4104,6909,3954,2055,1412,27878,47081,0.4756,166500,3707,740,93951,7865,19255,18333,6017,3964,3415,12002,6915
"2012","06107",451977,93.6883,4824.263,25307,13760,5760,7047,279394,40302,0.4594,155100,19411,3727,444186,52264,135194,74367,25081,18038,17243,53070,30126
"2012","06111",835981,453.5948,1843.013,57800,31420,16221,16535,344470,71517,0.4431,413100,16668,2801,824845,36191,94910,171395,64979,43994,15239,92223,57289
"2012","06113",204118,201.151,1014.75,13118,5480,3807,5129,63340,50594,0.4796,280800,10114,952,195808,16763,35278,35523,10143,6050,9272,34440,21152
"2012","06115",72926,115.3855,632.0203,4339,2331,890,2402,19128,43545,0.4136,175800,2951,835,71652,8015,17005,14651,4998,3320,2498,9174,5774
"2012","08001",459598,393.6092,1167.651,24625,12573,4042,14776,176496,55863,0.393,181700,13286,852,453179,29765,67417,98282,30401,15110,12118,53506,27191
"2012","08005",595546,746.3721,797.921,38584,18692,8615,61781,110700,60443,0.4622,230300,18270,1569,589986,28787,70792,135519,35952,26450,17629,87164,45330
"2012","08013",305318,420.3459,726.3494,19584,9950,4108,3354,41361,66989,0.4763,364100,14035,1297,295728,22488,42978,74562,16851,11202,13535,45459,26927
"2012","08031",634265,4146.253,152.9731,36489,20417,9811,64566,199866,50488,0.5048,251200,39823,3823,622622,51683,119662,127910,34599,22462,34113,136025,65431
"2012","08035",298215,354.917,840.2386,16815,6501,2184,3688,23721,95324,0.4065,329200,2573,519,296854,6949,13900,84803,21344,13650,2532,18567,7815
"2012","08041",644964,303.2515,2126.829,41105,20390,7562,41251,100691,55217,0.4376,214600,22460,1899,626467,33749,81030,148983,39868,24602,21407,84760,44063
"2012","08059",545358,713.6418,764.1901,42843,22336,8915,6650,81279,67512,0.4332,262400,16069,2059,534953,25116,49104,153497,36731,26846,15212,64013,31867
