"year","fips","total_population","land_area","pop_density","pop_65_74","pop_75_84","pop_85_up","black_pop","hispanic_pop","hh_inc","gini3","home_value","poor_renter_units","no_burden_info4","pov_universe","extreme_pov_pop","pov_pop","owner_units","burdened_owners1","burdened_owners2","poor_burdened_renters","renter_units","burdened_renters"
"2010","42077",350106,1014.312,345.166,25411,18173,7729,22258,66004,51729,0.445,208900,14111,1076,336335,18315,46080,88978,26773,14306,11516,41771,24062
"2010","42079",320795,360.3092,890.3325,27969,20900,9211,11613,21441,41898,0.457,118800,14837,3486,311134,24452,50085,88526,22832,14160,12558,35966,18173
"2010","42081",116143,94.53323,1228.594,9398,5926,3653,5361,,41037,0.424,127000,5517,1260,110983,8948,19958,30766,8934,5474,4962,13162,6237
"2010","42085",116558,173.3012,672.5749,10154,7580,3659,6333,,40398,0.427,98700,4884,948,109481,5956,18322,34473,7863,4154,3661,10927,5299
"2010","42089",169896,279.3031,608.2855,12211,7180,2454,25138,22295,54549,0.419,202300,3165,759,165605,8364,22539,47202,20217,17170,2652,9208,4576
"2010","42091",801052,1658.356,483.0397,58822,41942,20293,71930,34484,75448,0.448,295300,16360,3138,784341,18173,42773,224198,66343,39668,14926,79683,37174
"2010","42095",298101,806.3948,369.6713,22562,16784,7274,14899,31361,56729,0.429,222200,8236,1816,285103,12407,31110,81543,24274,15196,7022,27615,14234
"2010","42097",94366,205.8741,458.3676,8632,5781,2959,893,,35394,0.41,100300,3943,995,90748,4020,13702,27675,6312,3122,2448,9610,3926
"2010","42101",1528306,11396.64,134.1014,95210,60438,30526,668961,188503,34400,0.505,142800,97646,13060,1487471,200439,397083,303819,102254,66966,85539,238432,140372
"2010","42107",148228,190.3694,778.6337,13155,9221,4685,4543,,40265,0.415,96700,5976,1048,140524,5797,17818,46642,10854,4900,4451,12446,6540
"2010","42111",77626,72.25231,1074.374,7333,4900,2348,1382,,39978,0.402,93300,2655,1552,74016,3053,10668,21781,5052,2378,2231,6165,2747
"2010","42125",207875,242.5644,856.989,17926,12903,5568,7588,,47615,0.445,140600,6675,2245,203704,8843,20653,64710,12522,7580,5751,16299,7228
"2010","42129",365012,355.224,1027.554,33849,24434,10899,7281,3329,46361,0.427,135900,13498,3633,358334,16379,36249,111470,22483,15296,10046,34310,14105
"2010","42133",435490,481.64,904.1815,33105,19902,8470,20644,24563,56368,0.396,185500,11115,2039,425985,16753,39183,130030,40469,19024,10194,36900,17913
"2010","44003",166103,985.6123,168.5277,12979,9485,3973,2631,5452,53954,0.443,224800,5842,848,164805,9003,17802,46475,18645,10896,4751,18912,10344
"2010","44005",82852,809.2124,102.386,7327,4557,1935,2848,,75397,0.438,354600,1966,382,80884,1385,4670,21755,7174,4014,1138,12496,5576
"2010","44007",627070,1531.3,409.5017,40584,29441,14743,55549,118228,45915,0.475,233600,40465,4410,596396,44188,105257,125206,48779,34438,30174,98981,51821
"2010","44009",127008,385.7674,329.2346,10038,5670,3089,1772,,70161,0.428,342300,2342,915,122194,4660,10614,35576,12660,10622,1534,10899,4828
"2010","45003",160565,149.9159,1071.034,14445,7672,2503,40631,,42377,0.453,130700,5444,2847,156684,16163,28098,44591,8731,7330,5003,15723,7990
"2010","45007",187269,261.7587,715.4262,15708,8758,3752,30958,,36770,0.458,113500,9367,1722,181066,12332,35622,53431,12499,9678,8730,18334,12117
"2010","45013",162989,282.8293,576.2804,20443,9119,3755,31587,,56960,0.433,269700,3447,852,154246,5703,19459,44218,13334,8408,3211,18742,9170
"2010","45015",178783,162.6991,1098.857,11857,4384,1740,45345,,49427,0.403,149400,3380,1777,173743,11421,26399,44115,12458,7830,3141,16279,9256
"2010","45019",351482,383.6767,916.089,25615,14738,4839,104223,,46324,0.495,242400,17986,2652,340249,31632,64143,85194,31226,25534,17672,51884,30346
"2010","45031",68617,122.2785,561.1534,5909,3027,867,,,32385,0.484,87100,3005,1393,67715,7681,15054,18844,3890,4656,2373,6445,2986
"2010","45035",137476,239.8258,573.2328,8799,3749,1684,35133,,50908,0.398,162900,2634,1084,135737,6430,14852,35146,11709,6416,2433,12766,7074
"2010","45041",137088,171.3677,799.9643,10523,6107,1472,58357,,38872,0.463,111900,6454,2337,135445,13748,29204,32846,6874,3912,5561,16466,8620
"2010","45045",452859,576.8023,785.1199,33300,17397,7390,81090,36792,45185,0.475,155900,18293,3517,441891,31880,68252,116309,31126,19816,15472,50042,23783
"2010","45047",69703,153.2857,454.7261,6028,3526,1412,21613,,30808,0.473,104900,4022,819,68469,7458,16588,17453,4734,2656,3704,7625,4692
"2010","45051",270430,238.4963,1133.896,28299,13352,4844,36156,,41568,0.45,161300,11192,2083,265136,20830,53189,78069,26296,16344,10158,30589,17256
"2010","45057",76889,140.0121,549.1599,7497,3468,1023,18689,,35634,0.426,147000,2953,876,76131,10231,16051,20929,6360,2764,2707,6787,3681
"2010","45059",66500,93.16289,713.8036,6070,3658,892,,,36265,0.423,73300,2653,922,64533,6751,11368,18468,3603,2216,2383,6163,3697
"2010","45063",263406,376.8797,698.9126,19287,8106,4677,37528,,51594,0.425,140000,7973,1852,260079,16874,33195,75312,16331,10694,7614,23979,11971
"2010","45073",74359,118.7211,626.3337,8507,4096,1679,,,42848,0.492,129700,1742,854,72891,4369,8700,22203,4447,2654,1586,6296,2739
"2010","45075",92346,83.48787,1106.101,7997,4642,1273,58541,,31979,0.481,88100,4475,3301,88289,12532,23642,22392,5815,2782,4336,7597,5212
"2010","45077",119217,240.1599,496.4068,8957,5073,2157,6962,,39280,0.427,126900,5201,1539,112787,7498,18393,28557,5720,3446,4556,12888,7194
"2010","45079",385745,509.5247,757.0683,21269,10835,5562,177286,18755,45925,0.466,145700,18380,3219,359204,33096,59927,86571,23643,15762,17662,52400,29755
"2010","45083",284713,352.3998,807.926,21952,13092,2947,57551,,41850,0.446,128000,11512,3138,277916,20246,47592,73722,17810,10632,9940,27387,13718
"2010","45085",107570,161.7434,665.0658,8066,4768,1254,51535,,36457,0.428,107900,4769,1738,104909,12092,21413,23789,4773,2168,4032,12233,5668
"2010","45091",226971,333.4892,680.5948,15619,7113,2941,42135,,50797,0.416,166600,7198,2013,223535,13097,29380,58432,14400,9356,6764,22552,10751
"2010","46099",169987,210.6022,807.1472,9383,6752,2475,6809,,49243,0.424,151400,7624,509,162055,7163,18690,43219,9419,2942,6927,23078,9721
"2010","46103",101348,36.50137,2776.553,7505,4628,1974,1321,4087,45704,0.445,152200,5256,549,98514,6071,14227,27116,7429,2758,4105,13537,6126
"2010","47001",75160,222.9196,337.1619,6401,3972,2404,4018,,48310,0.437,136600,2781,747,74730,4834,11344,21807,3423,1990,2008,7041,2904
"2010","47009",123119,220.3646,558.706,11560,6848,1709,4815,,40846,0.409,155300,4161,1231,121778,6532,16443,33704,8048,6608,3724,11645,5420
"2010","47011",99078,301.3672,328.7618,8363,4459,1424,4616,,36978,0.46,131700,4550,1174,95826,7905,19214,25494,6173,4596,4189,10054,6150
"2010","47037",628133,1246.215,504.0327,35850,20580,9990,173659,61419,43616,0.499,172500,39492,3941,602785,55192,121506,134918,41277,27366,36229,108353,58831
"2010","47059",68797,110.5768,622.1649,6950,3420,1392,,,35196,0.445,104600,3619,1569,67958,3648,17493,19871,4460,3186,3042,6209,3554
"2010","47065",337294,621.819,542.4312,27134,15518,7502,68494,,43935,0.471,152100,17045,3966,330773,23811,49903,87670,20221,10780,13607,42240,19915
"2010","47093",433108,852.2138,508.2152,31157,19784,6294,40151,,43610,0.472,153400,20657,4139,416799,26648,52554,119448,27571,15454,16870,54884,28972
"2010","47113",98395,176.6146,557.117,7164,3866,1861,36073,,40438,0.504,113300,4120,1266,95940,9806,18276,21817,4895,3012,3636,10609,5768
"2010","47119",81141,132.3372,613.1385,6025,3355,1081,,,45435,0.439,134400,3627,816,79673,5993,10639,23040,5846,4472,3135,7837,3802
"2010","47125",173307,321.4289,539.1768,8053,4197,1698,32627,13873,46703,0.417,142000,3998,970,168957,17546,28117,39159,10659,5602,3800,19428,8712
"2010","47141",72564,180.911,401.1033,6329,3336,1228,,,32983,0.471,131500,4604,1172,70458,7334,15493,17199,4228,1876,4215,8971,5107
"2010","47147",66469,139.5566,476.2869,5058,1825,1236,5319,,51687,0.346,146900,881,523,66028,2441,7545,18990,4973,1858,881,4183,1866
"2010","47149",263740,425.8239,619.364,12947,6836,2028,34796,,51489,0.394,154200,7584,1479,255675,19081,39649,64347,17309,9626,7029,27286,13862
"2010","47155",90072,152.0203,592.4998,8484,4071,1257,,,40402,0.438,155400,3455,840,89288,5889,14133,24505,6039,3978,2662,10636,4551
"2010","47157",929030,1217.323,763.1744,53625,30915,11860,484851,52428,43990,0.479,136800,46715,4832,908278,88539,185374,200679,62673,41214,43040,127796,73552
"2010","47163",156794,379.3131,413.363,16215,9216,3852,3144,,34590,0.468,119000,8097,1849,152109,11117,27948,47138,9393,6536,6235,15037,7899
"2010","47165",161250,304.5617,529.4494,12349,5597,2308,10177,,47110,0.437,174500,5561,875,159532,10502,21977,42116,11708,8262,5354,15545,8431
"2010","47179",123338,377.7988,326.4648,10359,5860,2240,5006,,42213,0.495,152200,5337,1349,121652,11325,21727,33376,8044,4978,4846,14105,6821
"2010","47187",184035,315.886,582.5994,10387,4473,2652,7611,,80533,0.446,324500,3029,1267,183323,5513,12074,52194,13388,10792,2840,12435,7592
"2010","47189",114537,200.6512,570.8263,8853,4268,945,7819,,55343,0.412,188800,2647,472,113568,5705,10480,34781,9724,6354,2415,6403,4022
"2010","48005",86953,108.994,797.7779,6576,3902,1547,12887,,37775,0.471,84800,4343,823,83870,4719,14980,20577,4322,1678,3896,10158,5136
"2010","48021",74403,83.77298,888.1504,5170,2129,1200,6723,,49880,0.381,125700,1377,1012,72629,2867,11708,19422,5551,1982,1268,4762,2209
"2010","48027",313000,297.8071,1051.016,15600,8691,2796,66073,67981,50175,0.402,115200,9746,2012,300158,17519,39750,59228,13069,8144,8857,41980,19082
"2010","48029",1723780,1390.347,1239.82,97274,55165,25145,124405,1015299,47921,0.454,125300,64292,9873,1682820,117577,285049,355048,84356,48918,57477,221767,107084
"2010","48037",92723,104.7711,885.0056,7108,4166,2069,25738,,43760,0.45,93900,3283,1203,90147,5930,15358,22631,3759,1848,2986,9131,4672
"2010","48039",314494,231.6371,1357.701,17825,8474,3504,38410,87570,64633,0.425,146700,4122,2422,304314,17663,37094,76988,20801,10548,3636,23013,9012
"2010","48041",195693,334.2635,585.4453,7683,4943,1444,21506,45882,35407,0.53,138800,16285,1703,180769,36882,58748,33238,7515,4868,15746,33231,21829
"2010","48061",408054,458.013,890.9224,24642,15713,4754,1828,359524,31736,0.491,75400,16648,2358,401943,65199,145961,76568,19881,13712,14916,33377,19893
"2010","48085",788407,937.2133,841.2247,38566,16001,5894,64178,117029,77090,0.426,203700,13446,1897,784810,27104,63314,193297,50912,33754,13164,81637,36471
"2010","48091",109382,195.5078,559.4764,9964,4663,2241,2237,,62735,0.472,205300,2239,772,107848,6187,14303,31143,7106,5222,1883,9040,4641
"2010","48099",75645,71.90137,1052.066,3848,1796,516,12394,,48794,0.378,95800,926,1648,66406,3257,6156,11441,2303,1324,841,6092,2063
"2010","48113",2377351,2728.575,871.2792,117612,65840,25775,523751,913058,46860,0.486,129300,96308,10487,2338299,176892,448093,445590,138459,91524,91612,374383,186681
"2010","48121",667053,759.3675,878.4324,28673,13208,4579,52048,122441,67892,0.417,179800,16585,2181,653031,22731,53936,156385,39629,21670,16175,77082,38236
"2010","48135",137145,152.7759,897.6871,7123,5209,1349,6280,72554,42282,0.477,88000,6510,2426,134136,10951,26806,30103,5964,1910,5654,15815,7469
"2010","48139",150462,160.8381,935.487,9542,4477,1484,12257,35595,58063,0.416,135200,3702,852,146110,6056,17041,36375,8613,2844,3212,12199,5960
"2010","48141",804338,794.2565,1012.693,44247,28338,10044,25549,662012,36015,0.474,108200,32053,5301,793252,70395,192877,154385,43249,28736,26715,84368,43521
"2010","48157",590350,685.2735,861.4809,27477,11962,3839,129339,140885,76269,0.43,176100,5645,5193,583131,21667,53162,143093,46571,30948,5211,34253,17399
"2010","48167",292607,773.3597,378.3582,18192,11059,3786,41659,66010,58324,0.44,149500,8012,1913,288413,15010,36063,74893,18311,9960,7279,30266,15490
"2010","48181",121145,129.8719,932.8038,10248,6467,2218,5899,,45577,0.433,104600,3757,1285,119215,7542,17217,30251,7651,5464,3475,13105,6179
"2010","48183",121854,445.8573,273.3027,8971,5556,2267,24991,,40348,0.487,121200,5729,1624,118046,12712,25716,27241,5283,3818,5385,14660,7720
"2010","48187",132431,186.1817,711.2996,9242,5416,1079,8745,47465,59801,0.393,149500,2133,367,131613,4532,14126,35438,7704,2194,1708,8951,3790
"2010","48201",4110771,2413.164,1703.478,197605,99924,39167,777377,1685575,50422,0.483,132500,157752,17757,4069948,309063,762573,793280,228883,153908,150336,565440,286524
"2010","48203",65766,73.07733,899.9508,5661,2424,969,,,47801,0.443,115000,1506,641,64560,6476,10639,16992,2602,1352,1407,4689,1995
"2010","48209",158312,233.5061,677.978,7459,4574,914,5572,56106,57332,0.457,178500,5978,536,149124,15427,22962,37068,10627,5390,5796,15654,9624
"2010","48213",78647,90.01106,873.7482,8678,4885,1280,5541,,36570,0.452,94300,2363,1069,78154,6660,14552,22411,6656,4702,1910,5812,3411
"2010","48215",780087,496.5971,1570.865,40156,25171,7817,4248,707327,33732,0.483,80400,28035,8300,773729,114230,258114,143140,37610,25716,25205,57948,31311
"2010","48231",86353,102.7622,840.3184,6859,3688,1448,7980,,40218,0.474,97600,4645,841,84102,4828,19164,21230,4677,4040,4118,9257,5318
"2010","48245",252390,288.0194,876.295,16384,11376,4407,84019,43194,38553,0.477,93900,12657,2612,235080,25769,54505,56522,12585,7418,10568,30748,15461
"2010","48251",151211,208.6555,724.692,11131,6055,823,2633,,52275,0.395,107500,3152,1309,146968,6074,18926,38281,7917,4356,2741,11396,5118
"2010","48257",103927,133.1205,780.6989,6062,3219,1145,11199,,57790,0.374,132200,2430,383,102574,5469,11661,26669,6888,4234,2233,7414,3711
"2010","48291",75868,65.49285,1158.417,4768,2470,790,8604,,48608,0.407,86100,1434,573,69355,6127,12759,19969,4733,2830,1372,4527,1957
"2010","48303",280237,312.9045,895.5992,16615,10650,3717,20517,89865,42241,0.467,109300,16813,2642,266295,26469,56741,60341,13192,7326,16100,41110,23771
"2010","48309",236028,227.5843,1037.101,15330,9267,4803,35665,56070,39143,0.446,109000,12550,2182,227512,19877,48872,48632,10759,6898,11535,31108,18051
"2010","48329",136975,152.1438,900.2994,7424,6078,1381,9111,51847,53170,0.506,151000,3427,693,134889,7529,19862,33662,7288,5000,3093,14071,6045
"2010","48339",459018,440.6284,1041.735,29071,13422,5150,13973,96004,65196,0.457,159800,8065,3222,454738,17887,53051,119514,29883,18504,7595,37872,16059
"2010","48355",340480,406.0672,838.482,22120,13393,5070,13609,207058,41992,0.466,112700,14176,2711,336308,32173,65897,72782,19427,12202,12595,45929,24559
"2010","48361",81930,245.543,333.6687,6413,3814,1314,7306,,44763,0.428,81900,1885,1043,81246,5747,11337,21740,4455,1286,1806,5838,2660
"2010","48367",117283,129.8127,903.4783,9153,4808,1006,,,54712,0.451,148700,2070,796,109039,6240,15336,33839,9834,5248,1893,7969,3985
"2010","48375",121446,133.6967,908.3698,7356,3533,2120,12600,43027,35003,0.439,84800,5931,1562,118439,14287,28491,24052,5745,3198,5408,15773,7766
"2010","48381",121208,132.97,911.5436,8292,4795,1781,1955,19998,58096,0.423,136200,4172,975,118297,4577,10654,33269,5776,2232,3502,14564,5449
"2010","48397",79003,621.8966,127.0356,4668,2557,334,3903,,80209,0.377,198500,708,215,78497,1364,3773,21486,6106,3640,619,4787,1922
"2010","48409",64586,,,4861,2377,906,1445,,45940,0.429,88200,2838,951,64061,4912,14776,14104,2717,1278,2448,6840,3612
"2010","48423",210512,,,16103,9688,4576,37696,,43209,0.472,118800,7684,2250,205841,10799,29670,52890,12014,7278,7446,23467,13304
"2010","48439",1817658,,,92447,49711,20271,269016,487929,52385,0.45,137100,65220,7669,1792250,95968,259719,404135,111499,71138,60463,237939,119850
"2010","48441",131896,,,8514,5045,3150,9928,29341,41704,0.462,98100,5522,1759,124163,10757,22890,28659,5393,1406,5109,17937,9467
"2010","48451",110679,,,7933,5467,2016,4672,,38043,0.463,94400,5307,1429,101900,9422,21025,27847,5640,3738,4741,12025,7158
"2010","48453",1030806,,,43428,23546,8488,85974,346529,51743,0.492,214100,55343,3737,1012212,91566,194156,206194,59353,38856,54002,189425,106467
"2010","48469",86878,,,6522,3267,1907,4650,38275,48341,0.432,111100,4594,656,85447,6457,16284,21175,4555,1258,4258,9819,5403
"2010","48471",68185,,,4553,1952,724,15183,,35806,0.485,131100,3935,434,51753,8112,13998,11896,2426,312,3861,7705,4419
"2010","48479",251632,,,11010,6234,2553,321,,35770,0.478,109900,11169,2264,249264,30667,79019,39687,12868,8484,10193,24116,14233
"2010","48485",131685,,,8678,6728,2317,14353,,38689,0.447,86900,6983,771,120659,8326,20067,29552,6782,3278,6272,16831,8720
"2010","48491",426645,,,23304,10398,4022,25518,99555,65140,0.379,175100,7891,1467,422034,12296,34069,99880,27300,12434,7276,50023,21039
"2010","49005",113417,97.3693,1164.813,4801,2990,982,589,11358,46956,0.43,190200,4605,682,108480,6883,18068,22250,5604,3594,4151,12138,5544
"2010","49011",307856,1030.383,298.7783,14207,8228,2770,3769,26067,64360,0.382,226200,4049,767,305677,8590,23789,72039,18053,10750,3881,20752,9618
"2010","49035",1033910,1392.88,742.2819,50106,28579,11533,16247,177553,56711,0.428,236200,30843,3671,1017549,56779,137302,228083,67690,44222,28365,103662,52992
"2010","49049",520049,259.5762,2003.454,18605,11165,3809,3090,56525,54275,0.419,224200,12123,1967,507335,37192,74252,96834,31465,21462,10360,40818,22364
"2010","49053",138451,57.06125,2426.357,12491,7217,3680,226,,49058,0.439,217400,2955,1177,137462,6604,19592,32059,11883,9302,2891,13282,6499
"2010","49057",232228,403.1148,576.0841,12661,7870,3183,3142,39034,53569,0.402,179000,6421,1184,230152,15672,31969,56118,13655,8618,5882,22792,9837
"2010","50007",156705,292.045,536.5782,9509,5204,3088,2985,,55764,0.466,271800,7363,635,147900,9930,19149,39290,12586,7792,6648,22428,13148
"2010","51003",99150,137.5749,720.6983,7236,5185,1838,10254,,59499,0.523,337200,2111,1038,95959,4470,8673,24190,6442,3190,1858,11631,5757
"2010","51013",209457,8063.955,25.97447,9637,5905,2326,17623,31737,94986,0.418,587800,5220,945,206932,7260,15115,41310,10912,4422,4665,50463,19937
"2010","51015",74192,76.72397,966.9989,6955,3572,1134,,,49903,0.375,201100,670,891,70150,4299,6659,22555,4275,2848,413,3774,948
"2010","51019",68735,91.27901,753.0209,7257,3803,1014,3906,,49002,0.433,194300,1081,817,68735,2693,7288,23118,5432,4612,1081,3554,2106
"2010","51041",317102,749.1242,423.297,19480,9447,3943,70735,22947,69149,0.408,237400,4145,1588,311261,9346,19848,84478,23802,14268,4084,25155,12034
"2010","51059",1086743,2779.616,390.9688,63939,30886,12770,100195,169614,103010,0.418,462000,12565,2230,1075696,27401,62278,270994,75795,47050,11363,113436,50126
"2010","51061",62971,97.26015,647.4491,5249,3132,451,6206,,85614,0.437,349400,1119,825,62386,2265,5266,17091,5034,4016,879,4412,2260
"2010","51069",78511,189.8712,413.496,5770,2978,1089,3770,,63331,0.398,240900,1161,362,75419,2168,3872,21405,6446,3590,1161,6201,2993
"2010","51085",99948,213.3197,468.5361,7035,4012,1353,9377,,71891,0.386,275000,503,772,98953,1098,4152,31536,9325,6006,370,4139,2075
"2010","51087",307435,1315.529,233.6968,19664,13410,5747,91358,,59202,0.436,228400,8184,546,304021,14456,30919,81583,24484,16312,7731,39316,19673
"2010","51095",67237,472.0486,142.4366,7616,4176,2054,,,74706,0.408,347300,957,557,66343,3083,5805,19158,4406,2890,800,6681,3857
"2010","51107",315134,611.2446,515.5612,11894,6649,2046,22527,39086,119540,0.339,447100,1499,914,312400,3904,11004,80577,26780,13066,1373,21113,9438
